timestamp,F3_Q,F3_V,FC6_Q,FC6_V,P7_Q,P7_V,T8_Q,T8_V,F7_Q,F7_V,F8_Q,F8_V,T7_Q,T7_V,P8_Q,P8_V,AF4_Q,AF4_V,F4_Q,F4_V,AF3_Q,AF3_V,O2_Q,O2_V,O1_Q,O1_V,FC5_Q,FC5_V
20230511120649335,   0,14883,5150,7551,   0,13404,6642,6910,12170,1201,3820,1397,   0,7500,   0, 339,   0,3146,   0,9318,   0,8955,   0,11317,   0,6840,   0,5182
20230511120649343,   0,10942,5150,7535,   0,2633,6642,6309,12170,10058,3820,1134,   0,14775,   0,1488,   0,1218,   0,16006,   0,8803,   0,13312,   0,2652,   0,13833
20230511120649354,   0,13878,5150,2667,   0,11446,6642,8817,12170,9193,3820,11322,   0,15521,   0,13686,   0,3262,   0,10311,   0,16326,   0,1715,   0,2962,   0,15150
20230511120649358,   0,8712,5150,10555,   0,8659,6642,7378,12170,10224,3820,4652,   0,3012,   0,10710,   0,9300,   0,2750,   0,3200,   0,7130,   0,12246,   0,6098
20230511120649370,   0, 389,5150,7745,   0,13749,6642,1477,12170,2975,3820,10420,   0,10006,   0,15366,   0,15503,   0,10200,   0,9131,   0,11158,   0,8344,   0,10665
20230511120649374,   0, 150,5150,15117,   0,1535,6642,2078,12170,14542,3820,1243,   0,12311,   0,7669,   0,9788,   0,11841,   0, 732,   0,7061,   0,7874,   0,2043
20230511120649382,   0,15484,5150,2967,   0,12048,6642,7124,12170,15743,3820,6937,   0,15076,   0,14285,   0,16242,   0,11642,   0,10914,   0,8594,   0,15443,5245,11214
20230511120649390,   0,1901,5150,15014,   0,16325,6642,13775,12170,10874,3820,6659,   0,12773,   0,15511,   0,4719,   0, 654,   0,13111,   0,15370,   0,13755,5245,5030
20230511120649398,   0,9469,5150,4455,   0,15415,6642,14772,12170,1147,3820,2861,   0,16043,   0,6496,   0,12846,5685,9271,   0,2319,   0,3382,   0,11590,5245,12067
20230511120649409,   0,2822,5150,8511,   0,11238,6642,6725,12170,  57,3820,14623,   0,14540,   0,12854,   0,11491,5685,8784,   0,11364,   0,16135,   0,4125,5245,6608
20230511120649414,   0,3591,5150,6998,   0,13222,6642,14529,12170,14317,3820,4104,   0,3710,   0,5067,   0,13389,5685, 874,   0,3856,   0,4272,   0,9403,5245,12472
20230511120649421,   0,9549,5150,7329,   0,12703,6642,2710,12170, 272,3820,14897,   0,14279,   0,13090,   0,10392,5685,9435,   0,2595,11101,12147,   0,6059,5245, 983
20230511120649429,   0,14907,5150,12715,   0,5698,6642,5902,12170,6702,3820,5743,   0,4672,   0,12723,   0,7790,5685,6159,   0,8248,11101,5700,   0,8509,5245, 976
20230511120649437,   0,13358,5150,5532,   0,9962,6642,12297,12170,6371,3820,1659,   0,2136,   0,1026,   0,11566,5685,12516,   0,5390,11101,8202,   0, 396,5245,10255
20230511120649449,   0,12105,5150,16258,   0,15119,6642,9603,12170,2866,3820,5303,   0,7516,   0,2886,   0,15467,5685,1669,   0,15674,11101, 490,   0,7600,5245,9611
20230511120649453,   0,12917,5150,5014,   0,5284,6642,13834,12170,3487,3820,10958,   0,12373,   0,7128,   0,14266,5685,  62,   0,13769,11101,6097,   0,15216,5245,1225
20230511120649461,   0,14984,5150,15697,   0,5587,6642,12920,12170,14192,3820,15094,   0,13362,   0,9330,   0,13199,5685,2075,   0,1308,11101,16170,   0,9357,5245,15743
20230511120649472,   0,2223,5150,1391,   0,10857,6642,11151,12170,15645,3820,1391,   0,3182,   0,8624,   0,12358,5685,16173,   0,6683,11101,   7,   0,6706,5245,15701
20230511120649477,   0,14136,5150,8797,   0,12503,6642,5287,12170,4569,3820,1568,   0,13502,   0,13267,   0,7079,5685,5506,   0,15345,11101,9497,   0,5207,5245,3483
20230511120649485,   0,10686,5150,2992,   0,8563,6642,7108,12170,4494,3820,3569,   0,1137,   0,9235,   0,1301,5685,14024,   0,14224,11101,10064,   0,13723,5245, 292
20230511120649493,   0,3647,5150,11333,   0,9557,6642,3764,12170,12657,3820,10402,   0,14959,   0,12343,   0,16267,5685,12512,   0,6970,11101,15644,   0,13761,5245,9252
20230511120649500,   0,10764,5150,11109,   0,10010,6642,8594,12170,6379,3820,5824,   0,14658,   0,4890,   0,11121,1331,15777,   0,8439,11101,1865,   0,1902,5245,4429
20230511120649508,   0,13026,5150,5050,   0,13775,6642,10053,12170,10898,3820,3136,   0,9442,   0,1076,   0,9360,1331,5737,   0,6929,11101,16306,   0,6795,5245,15513
20230511120649516,   0,10958,16242,3321,   0,1912,6642,13825,12170,4060,3820,5025,   0,15702,   0,15091,   0,3030,1331,1600,   0,6490,11101,7574,   0,15534,5245,10937
20230511120649524,   0,8630,16242,3535,   0,13012,6642,15958,12170,12757,3820,14208,   0,8609,   0,10841,   0,1082,1331,1475,   0,13905,11101,14608,   0,14205,5245,3773
20230511120649532,   0,12996,16242,10879,   0,5359,6642,11195,12170,16108,3820,11663,   0,2132,   0,8576,   0,12273,1331,2651,   0,7532,11101,4859,   0,15738,5245,4126
20230511120649540,   0,10620,16242,15978,   0,13225,6642,14132,12170,7765,3820, 135,   0,4518,   0,4932,   0,1386,1331,11788,   0,2696,11101,5022,   0,6824,5245,12039
20230511120649548,   0,8814,16242,2776,   0,7376,6642,3310,12170,5351,3820,15732,   0,11356,   0,14985,   0,12119,1331,1353,   0,12085,11101, 731,   0,6951,5245,6017
20230511120649559,   0,7399,16242,13268,   0,8838,6642, 386,12170,6383,3820,9147,   0,7851,   0,1818,   0,12169,1331,3528,   0,13451,11101,5241,   0,4826,5245,10015
20230511120649563,   0,12307,16242,11428,   0,3695,6642,8788,12170,5411,3820,12595,   0,  63,   0,9584,   0,14010,1331,15222,   0,9372,11101,12991,   0,5120,5245,6363
20230511120649575,   0, 158,16242,6710,   0,4150,6642,9339,12170,9478,3820,8781,   0,6901,   0,5447,   0,13679,1331, 332,   0,5983,11101,7218,   0,1352,5245,8785
20230511120649579,   0,8014,16242,7660,   0,4315,6642,11450,12170,6873,3820,12515,   0,16100,   0,13824,   0,10850,1331,15721,   0,12859,11101,2131,   0,8759,5245,5006
20230511120649587,   0,5016,16242,13977,   0,10050,6642,13741,12170,11002,3820, 109,   0, 667,   0,7417,   0,15348,1331,14547,   0,1904,11101,7394,   0,8281,5245,10267
20230511120649595,   0,1274,16242,4491,   0,2765,6642,7847,12170,8935,3820,3658,   0,11152,   0,10026,   0,13011,1331,2731,   0,13359,11101,12490,   0,4763,5245,7196
20230511120649603,   0,13913,16242,10595,   0,8279,6642,15187,12170,6959,3820,10536,   0,10918,   0,4318,   0,3474,1331,5333,   0,11992,11101,9721,   0,16128,5245,14683
20230511120649612,   0,12326,16242,7407,   0,6093,6642,6118,12170,9605,3820,9106,   0,4611,   0,8049,   0,4943,1331,7276,   0,10645,11101,8156,   0,12478,5245,11271
20230511120649619,   0,5468,16242,5786,   0,10046,6642,11519,12170,5172,3820,7514,   0,1953,   0,8811,   0,2043,1331,11137,   0,5645,11101,1689,   0,5922,5245,2756
20230511120649626,   0,4731,16242,2778,   0,8105,6642,16373,12170,1117,3820,5841,   0,4011,   0,6621,   0,6084,1331,15106,   0,13596,11101,8382,   0,11331,5245,7001
20230511120649634,   0, 850,16242,6764,   0,16300,6642,4002,12170,2312,3820,8723,   0,2093,   0,1324,   0,13183,1331,9654,   0,  32,11101,13419,   0,14558,5245,7962
20230511120649642,   0,5209,16242,8346,   0,15799,6642,6596,12170,1083,3820,5324,   0,3283,   0,4609,   0,4132,1331,9524,   0,7268,11101,10957,   0,5673,5245,12374
20230511120649655,   0, 316,16242,11415,   0,11274,6642,3999,12170, 548,3820, 589,   0,11363,   0,8240,   0,13639,1331,10389,   0,1570,11101,7693,   0,12218,5245,12389
20230511120649662,   0,8813,16242,14014,   0,5849,6642,13996,12170,6791,3820,9971,   0,8514,   0,15480,   0,1737,1331,14632,   0,11613,11101,9764,   0,9556,5245,9315
20230511120649666,   0,2329,16242,3527,   0,4248,6642, 504,12170,14111,3820,14070,   0,7115,   0,16257,   0,11942,1331,2836,   0,1057,11101,9008,   0, 429,5245,15680
20230511120649676,   0,2071,16242,6437,   0,5610,6642,1150,12170,6231,3820,14882,   0,6307,   0,3258,   0,7072,1604,9309,   0,6102,11101,7392,   0,2044,5245,5635
20230511120649682,   0, 875,16242,4499,   0,11006,6642,14885,12170,10524,3820,2318,   0,2550,   0,9344,   0,3042,1604,6963,   0,9670,11101,7466,   0,4153,5245,11564
20230511120649689,   0,8206,16242,13247,   0,5982,6642, 268,12170,9244,3820,16264,   0,5999,   0,12228,   0,14409,1604,7391,   0,6972,11101,12460,   0,13938,5245,15653
20230511120649697,   0,11912,16242,12386,   0,6340,6642,15754,12170,10025,3820,3359,   0,13818,   0,13926,   0,1322,1604,6479,   0,5189,11101,15714,   0,13908,5245,10989
20230511120649705,   0, 383,16242,6325,   0,3844,6642,7952,12170,5315,3820,8283,   0, 438,   0,15423,   0,2384,1604,7436,   0,9746,11101,9295,   0,3668,5245,8720
20230511120649713,   0,11235,16242,11909,   0,4008,6642,11206,12170,8923,3820,6717,   0,11751,   0,13733,   0,4686,1604,7750,   0,10180,11101,13011,   0, 567,5245,5120
20230511120649722,   0,11009,16242,9228,   0,15167,6642,4263,12170,9923,3820,11966,   0,3161,   0,8794,   0,9182,1604,5737,   0,3689,11101,3166,   0,11013,5245, 233
20230511120649731,   0,11009,16242,9228,   0,15167,6642,4263,12170,9923,3820,11966,   0,3161,   0,8794,   0,9182,1604,5737,   0,3689,11101,3166,   0,11013,5245, 233
20230511120649737,   0,11710,16242,15904,   0,3613,6642,14927,12170,7155,3820,12794,   0,5897,   0,1039,   0, 885,1604,12175,   0,3416,11101,6132,   0, 659,5245,10014
20230511120649745,   0,8798,16242,7327,   0, 471,6642,4641,12170,7062,3820,4458,   0,1107,   0,1753,   0,5612,1604,6223,   0,14141,11101,10271,   0,6853,5245,10020
20230511120649752,   0,13446,16242,10565,   0,4379,6642,16303,12170, 121,3820,13099,   0,6156,   0,7986,   0, 322,1604,2623,   0,4825,11101,11820,   0,13694,5245, 147
20230511120649760,   0,3155,16242,12000,   0,9932,6642,12351,12170, 752,3820,11723,   0,8773,   0,15895,   0,7183,1604,11098,   0,8696,11101,9858,   0,13597,5245,6897
20230511120649768,   0,5683,16242,3866,   0,2944,6642,14315,12170,11223,3820,10180,   0,5686,   0,7104,   0,7575,1604,6113,   0,14188,11101,14436,   0,2414,5245,10754
20230511120649776,   0,16218,16242,5042,   0,10113,6642,  81,12170,7834,3820,3161,   0,9156,   0,7332,   0,9651,1604,10775,   0,7814,11101,8541,   0,6353,5245,3978
20230511120649784,   0,15810,16242,14047,   0,2352,6642,9405,12170,1554,3820,4233,   0,16101,   0,8832,   0,8975,1604,4193,   0,11339,11101,13501,   0,13119,5245,5668
20230511120649792,   0,14118,16242,3971,   0,7632,6642,8044,12170,9283,3820,6462,   0,9659,   0,5969,   0,8005,1604,6342,   0,7086,11101,16149,   0,10670,5245,7428
20230511120649800,   0,5056,16242,13828,   0,5665,6642,11548,12170,9639,3820,3457,   0,  93,   0,7145,   0,5141,1604,7917,   0, 992,11101,15636,   0,8937,5245,3883
20230511120649808,   0,13544,16242,12779,   0,7309,6642,16088,12170,7079,3820,16190,   0,13465,   0,10111,   0,8888,1604,6293,   0,6911,11101,16045,   0,9340,5245,7091
20230511120649816,   0,8109,16242,16333,   0,5211,6642,16018,12170,4369,3820,8265,   0,7304,   0,3145,   0, 764,1604,1064,   0,10341,11101,4638,   0,14140,5245,  59
20230511120649823,   0,15142,16242,15624,   0,7333,6642, 198,12170,5876,3820,15230,   0,12641,   0,5765,   0,5051,1604,16197,   0,13992,11101,8023,   0,5288,5245,14766
20230511120649831,   0,12860,16242,4018,   0,13404,6642,3484,12170,2625,3820,5547,   0,1143,   0,5400,   0,4016,1604,3803,   0,13454,11101,13112,   0,4396,5245,9885
20230511120649839,   0,4597,16242,13321,   0,6441,6642,10239,12170, 644,3820,16153,   0,6163,   0,15180,   0,4652,1604,11834,   0,7252,11101,9040,   0,5512,5245,11069
20230511120649847,   0,3645,16242,4499,   0,14681,6642,1518,12170,5084,3820,15547,   0,2166,   0,8418,   0,4485,1604,9111,   0,5595,11101,7129,   0,1632,5245,14875
20230511120649855,   0,10247,16242,9528,   0, 296,6642,5897,12170,2794,3820,2832,   0,14482,   0,13367,   0,13912,1604,9933,   0, 466,11101,15631,   0,9105,5245, 124
20230511120649863,   0,2596,16242,3939,   0,2084,6642,14235,12170,8529,3820,7484,   0,15415,   0,15880,   0,1974,1604,1521,   0,14106,11101,6939,   0,14187,5245,6254
20230511120649870,   0,5472,16242, 646,   0,3298,6642,8683,12170,6894,3820,6411,   0,16150,   0,2017,   0,3647,1604,5533,   0,9583,11101, 340,   0,3963,5245,12468
20230511120649879,   0,10923,16242,8927,   0,4509,6642,10914,12170,2843,3820,16086,   0,11169,   0,12150,   0,11983,1604,14649,14468,2071,11101,9960,   0,14480,5245,11532
20230511120649886,   0,13177,16242,11246,   0,12265,6642,9881,12170,7877,3820,3822,   0,7512,   0,2222,   0,13277,1604,13551,14468,16114,11101,4517,   0,7354,5245,5884
20230511120649894,   0, 424,16242,14968,   0,11633,6642,5032,12170,11668,3820,6566,   0,10110,   0,10565,   0,2192,1604,15779,14468,10442,11101,10486,   0, 366,5245,9890
20230511120649902,   0, 540,16242,12741,   0,10663,6642,5756,12170,16165,3820,8841,   0,1011,   0,13998,   0,3894,1604,7520,14468,9284,11101,6775,   0,2867,5245,9775
20230511120649914,   0,4801,16242,11503,   0,10987,6642,9565,12170,6921,3820,9387,   0,13765,   0,14112,   0,  10,1604,9677,14468,11572,11101,13513,   0,11725,5245,4483
20230511120649918,   0,3180,16242,11867,   0,9766,6642,12830,12170,15875,3820,12255,   0,12680,   0,3255,   0,16023,1604,3343,14468,2013,11101,13271,   0,11870,5245,1827
20230511120649926,   0,15373,16242,11099,   0,7441,6642,14414,12170,6184,3820,15685,   0,12721,   0,15484,   0,5332,1604,12542,14468,6721,11101,4218,   0,10381,5245,11152
20230511120649934,   0,9545,16242,2093,   0,4296,6642,4883,12170,7102,3820,6595,   0,7760,   0,3638,   0,11545,1604,2876,14468,16199,11101,6735,   0,11190,5245,1186
20230511120649941,   0,15146,16242,10774,   0,4856,6642,5277,12170,10397,3820,5102,   0,8955,   0,4251,   0,10759,1604, 119,14468,12004,11101,11848,   0,11706,5245,7487
20230511120649952,   0, 355,16242,9814,   0,8124,6642,4427,12170,1255,3820,8429,   0,6012,   0,7273,   0,10054,1604,3535,14468,6897,11101,6209,   0,9176,5245,2986
20230511120649958,   0,14290,16242,10938,   0,7054,6642,8775,12170,13650,3820,2406,   0,7083,   0,9942,   0,9563,1604,6127,14468,6683,11101,13556,   0,8902,5245,5588
20230511120649965,   0,2619,16242,1935,   0,1665,6642,5276,12170,13116,3820,14473,   0,4471,   0,15213,   0,2599,1604,10051,14468,15429,11101,13766,   0,16155,5245,14312
20230511120649973,   0,12836,16242,12022,   0,14395,6642,3748,12170, 402,3820,4901,   0,7163,   0,3918,   0,8603,1604,11802,14468,12086,11101,10340,   0,12139,5245,7462
20230511120649981,   0,14643,16242,13198,   0,5613,6642,7042,12170,8612,3820,11673,   0,7462,   0,9147,   0,8270,1604,7114,14468,15636,11101,3877,   0,15106,5245,1196
20230511120649989,   0, 518,16242,1774,   0,9011,6642,3919,12170,8173,3820,10757,   0,9466,   0,7381,   0,5404,1604,10331,14468,8991,11101,15117,   0,10886,5245,10951
20230511120649997,   0,1146,16242,10468,   0,6716,6642,13997,12170,11476,3820,  16,   0,2977,   0,5143,   0, 409,1604, 582,14468,4798,11101,2311,   0,12639,5245,13399
20230511120650005,   0,11334,16242,3387,   0,2982,6642,12532,12170,14318,3820,11063,   0,9213,   0,11489,   0,16101,1604,3967,14468,9612,11101,8486,   0,8175,5245,1525
20230511120650016,   0,7838,16242,4930,   0,7417,9380,7351,12170,1550,3820,2685,   0,12204,   0,15239,   0,5996,1604,2820,14468,12769,11101,1047,   0,15824,5245,14785
20230511120650020,   0,13065,16242,7374,   0,8870,9380,4385,12170,12089,3820,1485,   0,3785,   0,6495,   0,14782,1604,14722,14468,7028,11101,12172,   0, 875,5245,4438
20230511120650028,   0,12894,16242,7464,   0,4132,9380,2158,12170,5511,3820,1522,   0,14114,   0, 599,   0,14823,1604,4498,14468,8657,11101,9810,   0,4220,5245,3667
20230511120650036,   0,7477,16242,15139,   0,2666,9380,3986,12170,2544,3820,7683,   0,13317,   0,16217,   0,3662,1604,3693,14468,2397,11101,7153,   0,3846,5245,14366
20230511120650044,   0, 236,16242,7368,   0,1475,9380, 283,12170,8671,3820,10742,   0,13637,   0,4000,   0,7000,1604,7604,14468, 792,11101,10428,   0,15309,5245,1674
20230511120650052,   0,10657,16242,4738,   0,9920,9380,2087,12170,8691,3820,11072,   0,  35,   0, 667,   0,3184,1604,8347,14468,13274,11101,5464,   0,11952,5245,2359
20230511120650060,   0,3212,16242,3406,   0,3678,9380,10612,12170,8687,3820,15701,   0,13757,   0,12335,   0,15055,1604,4701,14468,2584,11101, 257,   0, 927,5245,1713
20230511120650068,   0,12450,16242,15479,   0,12599,9380,2719,12170, 232,3820,7895,   0,4011,   0,13659,10642,15228,1604, 258,14468,16280,11101,15175,   0, 594,5245,11908
20230511120650076,   0,12880,16242,14302,   0,4998,9380,4272,12170,11327,3820,3213,   0,4611,   0,11201,10642,14391,1604,2852,14468,11524,11101,8935,   0,9628,5245,13280
20230511120650083,   0,8145,16242,12161,   0,8868,9380,13054,12170,14412,3820,15616,   0,7451,   0,10551,10642,2076,1604,11354,14468, 651,11101,1909,   0,2934,5245,9320
20230511120650091,   0,9358,16242,7854,   0,10541,9380,12420,12170, 133,3820,6225,   0,7238,   0,5056,10642,4581,1604,4675,14468,6237,11101,1558,   0,4087,5245,7801
20230511120650099,15995,3320,16242,5798,   0,2937,9380,7298,12170,13654,3820,3297,   0,15893,   0,8047,10642,9267,1604,5487,14468,8021,11101,12870,   0,10007,5245,1941
20230511120650107,15995,6800,16242, 194,   0,9784,9380, 959,12170,9986,3820,4654,   0,2275,   0,2672,10642,4639,1604,15168,14468,7365,11101,4620,   0,6982,5245,   6
20230511120650115,15995,15475,16242,1078,   0,11777,9380,16232,12170,2957,3820,12356,   0,15918,   0, 692,10642,5984,1604,13561,14468,13638,11101, 463,   0, 911,5245,5678
20230511120650123,15995,11452,16242,5668,   0,4040,9380,7010,12170,9355,3820,6559,   0,9573,   0,8782,10642,6678,1604,2046,14468,12638,11101,1210,   0,12277,5245,7331
20230511120650131,15995,2770,16242,11590,   0,3986,9380,6573,12170,15657,3820,5997,   0,7084,   0,7488,10642,14187,1604,5930,14468,6321,11101,4412,   0,10022,5245,1376
20230511120650139,15995,4908,16242,13626,   0,9468,9380,9469,12170,1808,3820,1684,   0,1548,   0,16030,10642,14392,1604,5962,14468, 855,11101, 556,   0,3934,5245,14055
20230511120650146,15995, 197,16242, 420,   0,15157,9380,11207,12170,14334,3820, 779,   0,8928,   0,15154,10642,3876,1604,7468,14468,10339,11101,9048,   0,1591,5245,11456
20230511120650154,15995,4887,16242,15964,   0,3828,9380,3234,12170,6803,3820,11053,   0,16381,   0,6046,10642,2938,1604,8151,14468,13859,11101,5177,   0,10201,5245,1760
20230511120650162,15995,11021,16242,10555,   0,7106,9380,11147,12170,5928,3820,8189,   0,15775,   0,11800,10642,13800,1604,15426,14468, 591,11101,13640,   0,10328,5245,7684
20230511120650170,15995,9777,16242,13523,   0,15082,9380, 212,12170,12286,5735,12945,   0,9362,   0, 856,10642,6468,1604,9992,14468,8270,11101,2021,   0, 300,5245,4824
20230511120650178,15995, 431,16242,7522,   0,3761,9380,1933,4873,8238,5735,5188,   0,6061,   0, 508,10642,14426,1604,2818,14468,10221,11101,2187,   0,7817,5245,1897
20230511120650186,15995,8254,16242,1455,   0,10720,9380,8356,4873,6818,5735,7491,   0,13910,   0,10717,10642,6789,1604,12190,14468,12494,11101,13135,   0,14904,5245,6865
20230511120650194,15995,16211,16242,6196,   0,13302,9380,5174,4873,12489,5735,11437,   0,10701,   0,16180,10642,9828,1604,12618,14468,5624,11101,4195,   0,16189,5245,15013
20230511120650202,15995,10806,16242, 476,   0,5292,9380, 596,4873,1460,5735,13283,   0,4837,   0,10007,10642,16209,1604,7007,14468,14527,11101,9713,   0,13960,5245,15543
20230511120650209,15995,7948,16242,11727,   0,8595,9380,14740,4873,13097,5735,6567,   0,1884,   0,8594,10642,8485,1604,6700,14468,13023,11101,7296,   0,10289,5245,4863
